index,psi_norm,psi_abs_wb,rhop,rhot,q_eqdsk,ffprime_eqdsk,p_eq_pa,pprime_eqdsk_pa_per_wb,ne_1e19_m3,te_keV,nD_1e19_m3,tD_keV,nC_1e19_m3,tC_keV,zeff,p_e_pa,p_d_pa,p_c_pa,p_th_pa,p_fast_pa,q_chease,p_chease_pa,pprime_chease_pa_per_wb,ffprime_chease,total_current_density,total_parallel_current_density,bootstrap_current_density,bootstrap_parallel_current_density,bootstrap_current_density_raw_jbsbav,driven_current_density,driven_parallel_current_density,total_istar_rhop,pressure_offset_istar_rhop,bootstrap_istar_rhop,driven_istar_rhop,dVdpsi_m3_per_wb
12,0.09375,-0.048284211678124994,0.30618621784789724,0.19818992398412327,1.30404513,-0.625080396,12210.3098,-129901.446,4.389396487803525,0.8206111018087651,4.013948471334203,0.9593230487073349,0.0625746694115538,0.9593230487073349,1.4276761253085146,5771.020189445401,6169.458762193907,96.17757807542988,12036.656529714739,173.6532702852619,-1.3039521977782036,11931.628603692341,-128388.59174370351,-0.6177274220999457,672541.6701061549,672541.6701061549,26081.80996992316,26081.80996992316,12402.145288075979,646459.8601362318,646459.8601362318,1.5900252,-0.016879508236201334,-0.001414510143584647,1.608319218379786,98.71472406383204
13,0.1015625,-0.047740653767968745,0.31868871959954903,0.20661823750294198,1.31161128,-0.625140946,12141.0485,-124942.875,4.384831784672861,0.81954440625066,4.009282072035131,0.9551050626026621,0.06259161877295497,0.9551050626026621,1.428237308840969,5757.524852736369,6135.191920286806,95.780637748588,11988.497410771763,152.5510892282382,-1.31170421434217,11864.063245176098,-123481.30133879936,-0.6177958959199993,670014.2687425864,670014.2687425864,29237.471962943793,29237.471962943793,13902.692165866785,640776.7967796426,640776.7967796426,1.5890126,-0.01803740352372309,-0.0013429672541173231,1.6083929707778404,99.09472898809975
14,0.109375,-0.047197095857812496,0.33071891388307384,0.214763501734961,1.31937677,-0.624260802,12074.2274,-120922.665,4.380346754615548,0.8182054761480354,4.005513160007596,0.9504540978181019,0.06247226576799225,0.9504540978181019,1.427858358716685,5742.239031132642,6099.576803262865,95.13247564139712,11936.948310036905,137.27908996309452,-1.3194414615323415,11798.87269495534,-119512.52991132118,-0.6169207470027718,667531.3099117348,667531.3099117348,32526.870082284702,32526.870082284702,15466.831826167747,635004.4398294501,635004.4398294501,1.5879277,-0.019132382890141554,-0.001219505443079765,1.6082795883332215,99.47075887373904
15,0.1171875,-0.04665353794765625,0.3423265984407288,0.22265613805568307,1.32693611,-0.622550518,12009.3665,-117730.52,4.375971468586439,0.8165996999838268,4.002596986921593,0.9453406643016181,0.06222908027747447,0.9453406643016181,1.4266189626065562,5725.245202329852,6062.344297520736,94.2523344700398,11881.841834320629,127.52466567937154,-1.327176236986194,11735.58941526575,-116359.15541228298,-0.6152288383331227,665080.9494187239,665080.9494187239,35895.66476039823,35895.66476039823,17068.725294904812,629185.2846583257,629185.2846583257,1.5867722,-0.020163131522663805,-0.0010468083559053167,1.6079821398785692,99.84321117799433
16,0.125,-0.0461099800375,0.3535533905932738,0.23032206473855452,1.33461195,-0.620107664,11946.0421,-115269.101,4.3716975659548245,0.8147352512154404,4.000475392201918,0.9397423463932442,0.061870362292151,0.9397423463932442,1.4245743994779603,5706.594466409319,6023.248683782551,93.15407338032156,11822.99722357219,123.04487642780987,-1.3349249768354812,11673.806349114577,-113924.20624955586,-0.61281765675496,662652.8176627882,662652.8176627882,39311.4741249435,39311.4741249435,18692.974688037924,623341.3435378447,623341.3435378447,1.5855481,-0.02112896783715252,-0.0008276410181974408,1.6075047088553505,100.2126771011395
17,0.1328125,-0.04556642212734375,0.3644344934278313,0.2377835638896399,1.34230097,-0.617018345,11883.8804,-113452.501,4.367549839468806,0.812622619217151,3.9990814095543437,0.9336416097971274,0.06141140498574358,0.9336416097971274,1.4218251004083284,5686.396907813868,5982.061005412634,91.86278883323831,11760.32070205974,123.55969794025987,-1.3427031654764818,11613.153659322528,-112127.3770329556,-0.6097664938347767,660237.2068721306,660237.2068721306,42817.97343491138,42817.97343491138,20360.34800089118,617419.2334372192,617419.2334372192,1.5842573,-0.022029790974285125,-0.0005647549069034663,1.606851845881189,100.5796681627153
18,0.140625,-0.0450228642171875,0.375,0.2450598324067483,1.35014244,-0.613358553,11822.5515,-112204.902,4.363510808635819,0.810268357214849,3.998341629275178,0.9270063297871968,0.06086152989343994,0.9270063297871968,1.4184350576580833,5664.679314606369,5938.448466182782,90.3932410874943,11693.521021876646,129.03047812335353,-1.35052849765,11553.298411,-110898.86496499999,-0.60614386076,657825.9375400001,657825.9375400001,46501.05779301346,46501.05779301346,22111.6891605,611324.8797469866,611324.8797469866,1.5829017,-0.022865476145328224,-0.0002607957292919894,1.6060279718746202,100.94475574
19,0.1484375,-0.044479306307031244,0.385275875185561,0.25216632568266645,1.35786335,-0.609195356,11761.7642,-111459.387,4.359589341930298,0.8076770575675492,3.998184591603963,0.9198037766958246,0.060234125054389145,0.9198037766958246,1.4144940291168748,5641.488700707082,5892.077129763848,88.76631444420728,11622.332144915135,139.43205508486426,-1.3584063131618402,11493.986964947864,-110158.73321148692,-0.6020337851906398,655414.3784444806,655414.3784444806,50335.736254022195,50335.736254022195,23935.11473799362,605078.6421904585,605078.6421904585,1.5814831,-0.023636017579336328,8.172311156804174e-05,1.6050373944677687,101.30813596793344
20,0.15625,-0.043935748396875,0.39528470752104744,0.2591175307882755,1.36583594,-0.604587944,11701.2618,-111156.895,4.355781459303748,0.804852601013543,3.998541568363315,0.91199613999367,0.05953998182340599,0.91199613999367,1.4100755447422504,5616.850019993071,5842.584593641134,86.99856549184112,11546.433179126048,154.82862087395188,-1.3663497647537843,11434.965227550789,-109853.47770898559,-0.5974886663906552,652996.600071958,652996.600071958,54386.69589272658,54386.69589272658,25861.384044198963,598609.9041792315,598609.9041792315,1.5800037,-0.024341922821915902,0.00045991215419038836,1.6038857106677258,101.67022063834486
21,0.1640625,-0.043392190486718746,0.4050462936504913,0.26592687236931767,1.37378139,-0.599588559,11640.8176,-111245.297,4.3520811861377435,0.8017981763470985,3.999346328328382,0.9035442697231264,0.058789142968226966,0.9035442697231264,1.4052484808106218,5590.780557602947,5789.603787304485,85.10536893750219,11465.489713844934,175.32788615506615,-1.3743806741074698,11375.968442187712,-109943.12400572881,-0.5925448843578829,650565.8182700879,650565.8182700879,58668.58086022696,58668.58086022696,27897.460510326386,591897.2374098611,591897.2374098611,1.5784653,-0.024983733340002034,0.0008691215436288417,1.6025799117963728,102.03170036290612
22,0.171875,-0.0428486325765625,0.414578098794425,0.2726048271641432,1.38186972,-0.594243309,11580.2316,-111678.578,4.348481584373539,0.7985173329002306,4.0005353982021585,0.894413480920739,0.057991031028563456,0.894413480920739,1.4000777966057631,5563.298675841021,5732.800751173724,83.1016334441862,11379.201060458932,201.0305395410669,-1.382503170125263,11316.828199777765,-110373.53041679312,-0.5872593143925546,648119.6191684094,648119.6191684094,63180.31218430129,63180.31218430129,30042.831074963553,584939.306984108,584939.306984108,1.5768697,-0.02556256089390585,0.001307201259349818,1.6011250596345563,102.39267016965007
23,0.1796875,-0.04230507466640625,0.42389562394532926,0.2791611266761422,1.39002834,-0.588592892,11519.3273,-112416.12,4.344985434470939,0.7950131965135772,4.002046332086893,0.8845688070212746,0.05715651706400759,0.8845688070212746,1.394637804379433,5534.432006512963,5671.842029523634,81.00424354052288,11287.27827957712,232.04902042288086,-1.3907259125835276,11257.38143452469,-111103.01383933895,-0.5816742832973834,645654.8815289125,645654.8815289125,67886.83772067766,67886.83772067766,32280.82811472005,577768.0438082347,577768.0438082347,1.5752187,-0.02607951094550801,0.001772496690472434,1.5995257142550354,102.75340961741726
24,0.1875,-0.04176151675625,0.4330127018922193,0.2856046729290992,1.39830795,-0.582673231,11457.9493,-113422.065,4.341604706798335,0.7912890372456878,4.003817293668876,0.8739734970394613,0.056297902188243064,0.8739734970394613,1.38901216939503,5504.220481872181,5606.3848660785225,78.83169577173966,11189.437043722442,268.51225627755775,-1.3990608363175514,11197.47521003793,-112096.87658022587,-0.5758243515900036,643168.8298009994,643168.8298009994,72871.31861414322,72871.31861414322,34650.9955339937,570297.5111868562,570297.5111868562,1.5735144,-0.02653595574016022,0.0022634892799457615,1.5977868664602146,103.1142858751067
25,0.1953125,-0.04121795884609375,0.4419417382415922,0.29194345430001367,1.40677415,-0.576516036,11395.9601,-114664.755,4.338325170386809,0.7873498351632804,4.005786401756651,0.862577809141942,0.055423128105026115,0.862577809141942,1.3832570814424539,5472.682274492842,5536.004862119594,76.59487448675527,11085.28201109919,310.6780889008096,-1.4075170400608799,11136.976417451579,-113324.06392490587,-0.5697405861285021,640659.0513972018,640659.0513972018,78171.08012058007,78171.08012058007,37171.081842067346,562487.9712766218,562487.9712766218,1.5717586,-0.026933249904073427,0.0027787799421712333,1.595913069961902,103.47554080150466
26,0.203125,-0.0406744009359375,0.45069390943299864,0.2981846633272898,1.41527377,-0.570149301,11333.2387,-116116.234,4.335153876699195,0.7831988739619331,4.00788368489164,0.8503596399940089,0.05454503196792543,0.8503596399940089,1.377460871189119,5439.8505139974595,5460.44632277774,74.31358857988047,10974.61042535508,358.62827464491966,-1.416102648838296,11075.770303753703,-114756.8577536636,-0.5634508351302905,638123.3480578039,638123.3480578039,83557.2458809807,83557.2458809807,39732.25418337269,554566.1021768232,554566.1021768232,1.569953,-0.027272856509510973,0.0033170777463330044,1.593908778763178,103.83740316726217
27,0.2109375,-0.04013084302578125,0.4592793267718459,0.3043348017916495,1.42403367,-0.563597743,11269.6782,-117751.814,4.3320907809290645,0.7788414754077952,4.01003394383798,0.8373713852673262,0.05367613951518086,0.8373713852673262,1.371710628166957,5405.763149852985,5379.929178122223,72.0128141534625,10857.70514212867,411.97305787132973,-1.4248268274768814,11013.759085638514,-116370.58595741345,-0.5569799983291301,635560.2779097144,635560.2779097144,88799.95932200896,88799.95932200896,42225.2136012337,546760.3185877055,546760.3185877055,1.5680997,-0.02755688691040858,0.003877189929864746,1.591779396980544,104.20012745529566
28,0.21875,-0.039587285115624996,0.46770717334674267,0.3104006462524057,1.43285529,-0.556883186,11205.1847,-119549.687,4.329133178298877,0.7742828975411886,4.0121833011933905,0.823729378853377,0.05282497951758112,0.823729378853377,1.3660662123936222,5370.454069915046,5295.118887291622,69.71629304202978,10735.289250248696,469.8954497513041,-1.4337078474213178,10950.79465656233,-118148.7095635921,-0.5503422115580365,632966.1776151503,632966.1776151503,93560.87064743653,93560.87064743653,44489.071593822744,539405.3069677138,539405.3069677138,1.5662002,-0.027787156196319884,0.0044602131241819115,1.589527143072138,104.56420766800585
29,0.2265625,-0.03904372720546875,0.4759858191164943,0.31638740365895585,1.44180877,-0.550024903,11139.675,-121490.584,4.326297784069501,0.769529395498438,4.0142702482997645,0.8096042733461218,0.0520045892949561,0.8096042733461218,1.3606172660128704,5333.987788536322,5207.026551780619,67.45666348397314,10608.471003800916,531.2039961990831,-1.442750295020672,10886.81663622042,-120069.3477302789,-0.5435604944609843,630340.3554655003,630340.3554655003,97734.22289477,97734.22289477,46473.53973347389,532606.1325707302,532606.1325707302,1.5642567,-0.02796582777358484,0.0050778094491977155,1.5871447183243874,104.92973777928745
30,0.234375,-0.0385001692953125,0.4841229182759271,0.3222996492577343,1.4510012,-0.543039921,11073.0761,-123557.475,4.3235737662661835,0.7645895455343651,4.016195166443259,0.7951527079473273,0.05122976663715401,0.7951527079473273,1.355468203435297,5296.4103097444695,5116.532595153243,65.26544651793526,10478.208351415647,594.8677485843527,-1.4519570485953968,10821.792336448725,-122112.7471949387,-0.5366561268968887,627683.001518558,627683.001518558,101358.6997630896,101358.6997630896,48197.01248195288,526324.3017554685,526324.3017554685,1.5622712,-0.028095091713940448,0.005730028673755337,1.5846362630401851,105.29677752518116
31,0.2421875,-0.03795661138515625,0.4921254921257382,0.3281418692299808,1.46039832,-0.535943282,11005.3236,-125735.299,4.320966765761838,0.7594696338579032,4.017875700137793,0.7805322853184335,0.05051517760400767,0.7805322853184335,1.350721357111164,5257.771811841562,5024.556825826447,63.17178513744149,10345.50042280545,659.8231771945502,-1.4613354776136713,10755.677065704635,-124263.49000479265,-0.5296450093401678,624993.5960263335,624993.5960263335,104303.84717034524,104303.84717034524,49597.45769958562,520689.74885598826,520689.74885598826,1.560246,-0.02817743457604196,0.0064148376095891435,1.5820085969664532,105.66554310748027
32,0.25,-0.037413053475,0.5,0.33391816584509154,1.46991273,-0.528748283,10936.3608,-128010.732,4.318480043818679,0.7541796589201137,4.019272335082518,0.7659075679680337,0.04986795145602708,0.7659075679680337,1.3464271059495088,5218.144791020544,4932.12628939454,61.193921155251175,10211.465001570336,724.8957984296649,-1.4708907384,10688.437582,-126507.99603,-0.52254123261,622271.77051,622271.77051,106561.14992305725,106561.14992305725,50670.826332,515710.6205869427,515710.6205869427,1.5581831,-0.028215489043043964,0.007130357479677865,1.579268231563366,106.03616077
33,0.2578125,-0.03686949556484375,0.5077524002897476,0.3396352674146898,1.47963543,-0.521466682,10866.1378,-130371.976,4.316115161182238,0.7487255450170821,4.020351612701895,0.7514293581870262,0.04929392474672396,0.7514293581870262,1.3426270354650713,5177.571061517452,4840.192004815377,59.34606806311583,10077.109134395945,789.0286656040553,-1.4806630035361743,10619.810742786709,-128845.53998798515,-0.5153383906170417,619509.2279450453,619509.2279450453,108022.40614788444,108022.40614788444,51365.667373488715,511486.82179716084,511486.82179716084,1.5560844,-0.028211938163075226,0.007874852822745535,1.5764214853403296,106.4095367792798
34,0.265625,-0.0363259376546875,0.5153882032022076,0.34529415285989484,1.48953446,-0.51410888,10794.6108,-132808.578,4.313872054715327,0.7431146793072119,4.021080291562013,0.7372551553240219,0.04879862719221899,0.7372551553240219,1.3393607406984573,5136.100276821405,4749.752246706522,57.64157199964769,9943.494095527574,851.1167044724261,-1.4906282662751498,10549.978287986367,-131253.81579046563,-0.5080663019817655,616712.7326753755,616712.7326753755,108729.16323774852,108729.16323774852,51701.73699910059,507983.56943762704,507983.56943762704,1.553952,-0.028169421733938407,0.00864724523699102,1.5734741764969478,106.78511960907288
35,0.2734375,-0.035782379744531245,0.5229125165837972,0.35089799518638554,1.49969269,-0.506684088,10721.7415,-135311.261,4.311738183804773,0.7373524934858102,4.021426220738904,0.723529455792791,0.04838532717764474,0.723529455792791,1.33665305114803,5093.753550876801,4661.725698529818,56.08933516486473,9811.568584571483,910.1729154285167,-1.5007905389801153,10478.9342714694,-133723.48800410083,-0.5007348772191202,613882.4262956588,613882.4262956588,108706.06000701568,108706.06000701568,51690.75119617882,505176.3662886431,505176.3662886431,1.5517877,-0.0280904214020274,0.009453467112263468,1.5704246542897642,107.16300785364744
36,0.28125,-0.035238821834375,0.5303300858899106,0.35645339134129556,1.51008259,-0.499200469,10647.4961,-137871.784,4.309734466060187,0.731440541858747,4.021356553685552,0.7103901765240331,0.048062985395772743,0.7103901765240331,1.3345657541614875,5050.564655943764,4576.989567680096,54.70387413083247,9682.258097754693,965.2380022453071,-1.511199551556592,10406.381151661435,-136256.88049536082,-0.493333813838499,611008.6356373191,611008.6356373191,107687.97701098498,107687.97701098498,51206.643181947715,503320.65862633404,503320.65862633404,1.5495933,-0.027977401311041435,0.01029460920229874,1.5672760921087425,107.54429430797722
37,0.2890625,-0.03469526392421875,0.5376453291901642,0.3619603644939948,1.52068227,-0.491665264,10571.8452,-140482.81,4.307853923336477,0.7253864348860756,4.020839747129255,0.69799806035141,0.047835696034537,0.69799806035141,1.3331289562215778,5006.575753042567,4496.570157951017,53.495432994385475,9556.641343987969,1015.2038560120309,-1.5218253908699144,10332.542724755589,-138836.75942862415,-0.4858877861713923,608098.8482381154,608098.8482381154,105803.63177173336,105803.63177173336,50310.619345525236,502295.2164663821,502295.2164663821,1.5473705,-0.027832905791521454,0.011169467831154573,1.5640339379603672,107.92829865444746
38,0.296875,-0.0341517060140625,0.5448623679425842,0.36742249684998757,1.53152462,-0.484084908,10494.7631,-143137.791,4.306095478598073,0.719192288960336,4.019872108719868,0.6864763437437931,0.04770389497970117,0.6864763437437931,1.3323467527610326,4961.797903021171,4421.2818960774775,52.46743218238833,9435.547231281036,1059.215868718964,-1.5326854127544707,10257.343440053375,-141459.13905979175,-0.47839901667819174,605150.5959633212,605150.5959633212,103150.47174564691,103150.47174564691,49049.01686648007,502000.1242176743,502000.1242176743,1.5451208,-0.02765950316053609,0.012076919117351701,1.560703384043184,108.3153963801666
39,0.3046875,-0.03360814810390625,0.5519850541454905,0.37284441228402115,1.54259957,-0.476465129,10416.2275,-145830.87,4.304458428329386,0.7128615182811645,4.018477970830347,0.6759690105256734,0.047663409583173326,0.6759690105256734,1.3321909855336116,4916.25139688216,4352.099060267868,51.62050944707013,9319.970966597097,1096.256533402904,-1.5438133767629123,10180.615753644242,-144122.32252618478,-0.4708652141283756,602158.256910401,602158.256910401,99108.33133528956,99108.33133528956,47126.94118607811,503049.92557511147,503049.92557511147,1.5428458,-0.027459693003352804,0.01301595536942763,1.5572895376339253,108.70628975966414
40,0.3125,-0.03306459019375,0.5590169943749475,0.37822511447954704,1.55392865,-0.46881104,10336.2191,-148556.782,4.302942640680485,0.7064032784263231,4.01667687846583,0.6667219501082146,0.0477109603691093,0.6667219501082146,1.3326395284801942,4869.996585753139,4290.639666492324,50.9651498689466,9211.60140211441,1124.617697885591,-1.55517026287971,10102.634043871756,-146813.06390365784,-0.4633071790723189,599130.5493750556,599130.5493750556,93753.50936200986,93753.50936200986,44580.67310955351,505377.0400130457,505377.0400130457,1.540547,-0.02723585839472196,0.01399029828591972,1.5537925601088025,109.10012850035058
41,0.3203125,-0.03252103228359375,0.5659615711335886,0.3835724580973106,1.56554714,-0.461127214,10254.7214,-151310.779,4.301552627432076,0.6998137459085314,4.014460860308559,0.6589095727480646,0.047848627853919544,0.6589095727480646,1.3337071425008975,4823.009341993148,4238.024264201315,50.51329503759655,9111.546901232061,1143.1744987679394,-1.566837940703628,10022.95879904224,-149537.59946752837,-0.4557075791149537,596052.6443586113,596052.6443586113,87357.95246923124,87357.95246923124,41539.52581671361,508694.69188938016,508694.69188938016,1.5382259,-0.026990326604305677,0.015001927050295131,1.5502142995540107,109.49862363161829
42,0.328125,-0.0319774743734375,0.57282196186948,0.3888827341842931,1.57747419,-0.453417762,10171.7203,-154088.551,4.300293045652487,0.6931067505723127,4.011827998767612,0.652616310742287,0.04807750781414586,0.652616310742287,1.3354016154509607,4775.387015901144,4194.793849778276,50.27015967618712,9020.451025355607,1151.2692746443936,-1.5787439987197234,9942.061607258558,-152279.91829158048,-0.44809452015094775,592939.7171608516,592939.7171608516,80461.31854258433,80461.31854258433,38260.11169416677,512478.39861826727,512478.39861826727,1.5358837,-0.026725338351296892,0.016049672225480524,1.5465593661258168,109.90022522141027
43,0.3359375,-0.03143391646328125,0.5796011559684815,0.39416458261723686,1.5896862,-0.445686391,10087.2039,-156886.159,4.299159147120666,0.6862791185170093,4.008777553162445,0.6478969051819577,0.04839693232637004,0.6478969051819577,1.3377190562399877,4727.0990311028445,4161.292628547915,50.23820729967428,8938.629866950432,1148.5740330495682,-1.5909863935578687,9859.43533796843,-155047.19291059714,-0.4404483197580466,589774.349940241,589774.349940241,73011.67997458704,73011.67997458704,34717.73867747429,516762.669965654,516762.669965654,1.5335217,-0.026443258709650863,0.017132443224763507,1.542832515484887,110.30694493014538
44,0.34375,-0.030890358553125,0.5863019699779287,0.399413653453744,1.60215456,-0.437936469,10001.1625,-159699.977,4.298151198431469,0.6793423680129929,4.005308181854051,0.644819611471664,0.048807169429569544,0.644819611471664,1.3406616043245347,4678.221530059354,4137.943620422501,50.423414679286886,8866.58856516114,1134.5739348388597,-1.6034844772414725,9775.580648702216,-157825.37657565225,-0.43279515067977287,586572.5377000496,586572.5377000496,65137.12457671235,65137.12457671235,30973.31372245525,521435.41312333714,521435.41312333714,1.5311411,-0.02614631486361684,0.018251881452551796,1.5390355334110648,110.71709184377038
